hospital_id,date,total_discharges
HHN-BIR-01,2026-01-06,7
HHN-BIR-01,2026-01-07,4
HHN-BIR-01,2026-01-08,3
HHN-BIR-01,2026-01-09,2
HHN-BIR-01,2026-01-10,1
HHN-BIR-01,2026-01-11,2
HHN-BIR-01,2026-01-17,1
HHN-BIR-01,2026-01-20,1
HHN-BIR-01,2026-01-22,1
HHN-EDI-01,2024-01-02,3
HHN-EDI-01,2024-01-03,15
HHN-EDI-01,2024-01-04,11
HHN-EDI-01,2024-01-05,15
HHN-EDI-01,2024-01-06,16
HHN-EDI-01,2024-01-07,29
HHN-EDI-01,2024-01-08,20
HHN-EDI-01,2024-01-09,33
HHN-EDI-01,2024-01-10,23
HHN-EDI-01,2024-01-11,32
HHN-EDI-01,2024-01-12,27
HHN-EDI-01,2024-01-13,31
HHN-EDI-01,2024-01-14,30
HHN-EDI-01,2024-01-15,30
HHN-EDI-01,2024-01-16,24
HHN-EDI-01,2024-01-17,18
HHN-EDI-01,2024-01-18,30
HHN-EDI-01,2024-01-19,17
HHN-EDI-01,2024-01-20,25
HHN-EDI-01,2024-01-21,24
HHN-EDI-01,2024-01-22,26
HHN-EDI-01,2024-01-23,24
HHN-EDI-01,2024-01-24,25
HHN-EDI-01,2024-01-25,31
HHN-EDI-01,2024-01-26,30
HHN-EDI-01,2024-01-27,23
HHN-EDI-01,2024-01-28,26
HHN-EDI-01,2024-01-29,22
HHN-EDI-01,2024-01-30,33
HHN-EDI-01,2024-01-31,24
HHN-EDI-01,2024-02-01,23
HHN-EDI-01,2024-02-02,20
HHN-EDI-01,2024-02-03,38
HHN-EDI-01,2024-02-04,24
HHN-EDI-01,2024-02-05,21
HHN-EDI-01,2024-02-06,19
HHN-EDI-01,2024-02-07,19
HHN-EDI-01,2024-02-08,31
HHN-EDI-01,2024-02-09,28
HHN-EDI-01,2024-02-10,23
HHN-EDI-01,2024-02-11,26
HHN-EDI-01,2024-02-12,25
HHN-EDI-01,2024-02-13,30
HHN-EDI-01,2024-02-14,35
HHN-EDI-01,2024-02-15,22
HHN-EDI-01,2024-02-16,39
HHN-EDI-01,2024-02-17,29
HHN-EDI-01,2024-02-18,30
HHN-EDI-01,2024-02-19,37
HHN-EDI-01,2024-02-20,35
HHN-EDI-01,2024-02-21,28
HHN-EDI-01,2024-02-22,35
HHN-EDI-01,2024-02-23,21
HHN-EDI-01,2024-02-24,33
HHN-EDI-01,2024-02-25,23
HHN-EDI-01,2024-02-26,27
HHN-EDI-01,2024-02-27,32
HHN-EDI-01,2024-02-28,20
HHN-EDI-01,2024-02-29,32
HHN-EDI-01,2024-03-01,24
HHN-EDI-01,2024-03-02,20
HHN-EDI-01,2024-03-03,21
HHN-EDI-01,2024-03-04,25
HHN-EDI-01,2024-03-05,33
HHN-EDI-01,2024-03-06,16
HHN-EDI-01,2024-03-07,19
HHN-EDI-01,2024-03-08,30
HHN-EDI-01,2024-03-09,20
HHN-EDI-01,2024-03-10,27
HHN-EDI-01,2024-03-11,26
HHN-EDI-01,2024-03-12,22
HHN-EDI-01,2024-03-13,18
HHN-EDI-01,2024-03-14,26
HHN-EDI-01,2024-03-15,31
HHN-EDI-01,2024-03-16,22
HHN-EDI-01,2024-03-17,23
HHN-EDI-01,2024-03-18,27
HHN-EDI-01,2024-03-19,19
HHN-EDI-01,2024-03-20,32
HHN-EDI-01,2024-03-21,17
HHN-EDI-01,2024-03-22,23
HHN-EDI-01,2024-03-23,17
HHN-EDI-01,2024-03-24,18
HHN-EDI-01,2024-03-25,22
HHN-EDI-01,2024-03-26,19
HHN-EDI-01,2024-03-27,17
HHN-EDI-01,2024-03-28,25
HHN-EDI-01,2024-03-29,18
HHN-EDI-01,2024-03-30,18
HHN-EDI-01,2024-03-31,24
HHN-EDI-01,2024-04-01,12
HHN-EDI-01,2024-04-02,14
HHN-EDI-01,2024-04-03,25
HHN-EDI-01,2024-04-04,17
HHN-EDI-01,2024-04-05,31
HHN-EDI-01,2024-04-06,20
HHN-EDI-01,2024-04-07,28
HHN-EDI-01,2024-04-08,26
HHN-EDI-01,2024-04-09,18
HHN-EDI-01,2024-04-10,26
HHN-EDI-01,2024-04-11,20
HHN-EDI-01,2024-04-12,25
HHN-EDI-01,2024-04-13,16
HHN-EDI-01,2024-04-14,25
HHN-EDI-01,2024-04-15,22
HHN-EDI-01,2024-04-16,22
HHN-EDI-01,2024-04-17,22
HHN-EDI-01,2024-04-18,15
HHN-EDI-01,2024-04-19,26
HHN-EDI-01,2024-04-20,27
HHN-EDI-01,2024-04-21,22
HHN-EDI-01,2024-04-22,20
HHN-EDI-01,2024-04-23,15
HHN-EDI-01,2024-04-24,28
HHN-EDI-01,2024-04-25,16
HHN-EDI-01,2024-04-26,24
HHN-EDI-01,2024-04-27,23
HHN-EDI-01,2024-04-28,15
HHN-EDI-01,2024-04-29,18
HHN-EDI-01,2024-04-30,34
HHN-EDI-01,2024-05-01,10
HHN-EDI-01,2024-05-02,21
HHN-EDI-01,2024-05-03,29
HHN-EDI-01,2024-05-04,22
HHN-EDI-01,2024-05-05,13
HHN-EDI-01,2024-05-06,20
HHN-EDI-01,2024-05-07,18
HHN-EDI-01,2024-05-08,20
HHN-EDI-01,2024-05-09,15
HHN-EDI-01,2024-05-10,16
HHN-EDI-01,2024-05-11,19
HHN-EDI-01,2024-05-12,23
HHN-EDI-01,2024-05-13,17
HHN-EDI-01,2024-05-14,23
HHN-EDI-01,2024-05-15,19
HHN-EDI-01,2024-05-16,19
HHN-EDI-01,2024-05-17,29
HHN-EDI-01,2024-05-18,24
HHN-EDI-01,2024-05-19,23
HHN-EDI-01,2024-05-20,25
HHN-EDI-01,2024-05-21,17
HHN-EDI-01,2024-05-22,16
HHN-EDI-01,2024-05-23,25
HHN-EDI-01,2024-05-24,27
HHN-EDI-01,2024-05-25,25
HHN-EDI-01,2024-05-26,27
HHN-EDI-01,2024-05-27,17
HHN-EDI-01,2024-05-28,18
HHN-EDI-01,2024-05-29,16
HHN-EDI-01,2024-05-30,15
HHN-EDI-01,2024-05-31,19
HHN-EDI-01,2024-06-01,22
HHN-EDI-01,2024-06-02,15
HHN-EDI-01,2024-06-03,18
HHN-EDI-01,2024-06-04,17
HHN-EDI-01,2024-06-05,19
HHN-EDI-01,2024-06-06,14
HHN-EDI-01,2024-06-07,16
HHN-EDI-01,2024-06-08,22
HHN-EDI-01,2024-06-09,13
HHN-EDI-01,2024-06-10,19
HHN-EDI-01,2024-06-11,19
HHN-EDI-01,2024-06-12,15
HHN-EDI-01,2024-06-13,18
HHN-EDI-01,2024-06-14,23
HHN-EDI-01,2024-06-15,13
HHN-EDI-01,2024-06-16,16
HHN-EDI-01,2024-06-17,22
HHN-EDI-01,2024-06-18,20
HHN-EDI-01,2024-06-19,19
HHN-EDI-01,2024-06-20,22
HHN-EDI-01,2024-06-21,21
HHN-EDI-01,2024-06-22,15
HHN-EDI-01,2024-06-23,20
HHN-EDI-01,2024-06-24,17
HHN-EDI-01,2024-06-25,23
HHN-EDI-01,2024-06-26,13
HHN-EDI-01,2024-06-27,19
HHN-EDI-01,2024-06-28,23
HHN-EDI-01,2024-06-29,14
HHN-EDI-01,2024-06-30,18
HHN-EDI-01,2024-07-01,19
HHN-EDI-01,2024-07-02,10
HHN-EDI-01,2024-07-03,11
HHN-EDI-01,2024-07-04,13
HHN-EDI-01,2024-07-05,18
HHN-EDI-01,2024-07-06,17
HHN-EDI-01,2024-07-07,19
HHN-EDI-01,2024-07-08,13
HHN-EDI-01,2024-07-09,12
HHN-EDI-01,2024-07-10,15
HHN-EDI-01,2024-07-11,8
HHN-EDI-01,2024-07-12,20
HHN-EDI-01,2024-07-13,23
HHN-EDI-01,2024-07-14,16
HHN-EDI-01,2024-07-15,17
HHN-EDI-01,2024-07-16,24
HHN-EDI-01,2024-07-17,15
HHN-EDI-01,2024-07-18,21
HHN-EDI-01,2024-07-19,20
HHN-EDI-01,2024-07-20,24
HHN-EDI-01,2024-07-21,16
HHN-EDI-01,2024-07-22,27
HHN-EDI-01,2024-07-23,21
HHN-EDI-01,2024-07-24,25
HHN-EDI-01,2024-07-25,21
HHN-EDI-01,2024-07-26,21
HHN-EDI-01,2024-07-27,24
HHN-EDI-01,2024-07-28,19
HHN-EDI-01,2024-07-29,19
HHN-EDI-01,2024-07-30,20
HHN-EDI-01,2024-07-31,15
HHN-EDI-01,2024-08-01,14
HHN-EDI-01,2024-08-02,15
HHN-EDI-01,2024-08-03,20
HHN-EDI-01,2024-08-04,15
HHN-EDI-01,2024-08-05,14
HHN-EDI-01,2024-08-06,11
HHN-EDI-01,2024-08-07,18
HHN-EDI-01,2024-08-08,17
HHN-EDI-01,2024-08-09,22
HHN-EDI-01,2024-08-10,20
HHN-EDI-01,2024-08-11,9
HHN-EDI-01,2024-08-12,15
HHN-EDI-01,2024-08-13,27
HHN-EDI-01,2024-08-14,19
HHN-EDI-01,2024-08-15,17
HHN-EDI-01,2024-08-16,24
HHN-EDI-01,2024-08-17,14
HHN-EDI-01,2024-08-18,19
HHN-EDI-01,2024-08-19,27
HHN-EDI-01,2024-08-20,21
HHN-EDI-01,2024-08-21,13
HHN-EDI-01,2024-08-22,16
HHN-EDI-01,2024-08-23,20
HHN-EDI-01,2024-08-24,18
HHN-EDI-01,2024-08-25,21
HHN-EDI-01,2024-08-26,12
HHN-EDI-01,2024-08-27,13
HHN-EDI-01,2024-08-28,8
HHN-EDI-01,2024-08-29,13
HHN-EDI-01,2024-08-30,17
HHN-EDI-01,2024-08-31,15
HHN-EDI-01,2024-09-01,14
HHN-EDI-01,2024-09-02,15
HHN-EDI-01,2024-09-03,13
HHN-EDI-01,2024-09-04,19
HHN-EDI-01,2024-09-05,27
HHN-EDI-01,2024-09-06,24
HHN-EDI-01,2024-09-07,23
HHN-EDI-01,2024-09-08,19
HHN-EDI-01,2024-09-09,27
HHN-EDI-01,2024-09-10,19
HHN-EDI-01,2024-09-11,26
HHN-EDI-01,2024-09-12,30
HHN-EDI-01,2024-09-13,23
HHN-EDI-01,2024-09-14,22
HHN-EDI-01,2024-09-15,18
HHN-EDI-01,2024-09-16,17
HHN-EDI-01,2024-09-17,24
HHN-EDI-01,2024-09-18,26
HHN-EDI-01,2024-09-19,16
HHN-EDI-01,2024-09-20,19
HHN-EDI-01,2024-09-21,17
HHN-EDI-01,2024-09-22,18
HHN-EDI-01,2024-09-23,23
HHN-EDI-01,2024-09-24,25
HHN-EDI-01,2024-09-25,16
HHN-EDI-01,2024-09-26,22
HHN-EDI-01,2024-09-27,26
HHN-EDI-01,2024-09-28,13
HHN-EDI-01,2024-09-29,21
HHN-EDI-01,2024-09-30,20
HHN-EDI-01,2024-10-01,19
HHN-EDI-01,2024-10-02,24
HHN-EDI-01,2024-10-03,7
HHN-EDI-01,2024-10-04,20
HHN-EDI-01,2024-10-05,17
HHN-EDI-01,2024-10-06,17
HHN-EDI-01,2024-10-07,11
HHN-EDI-01,2024-10-08,17
HHN-EDI-01,2024-10-09,27
HHN-EDI-01,2024-10-10,20
HHN-EDI-01,2024-10-11,23
HHN-EDI-01,2024-10-12,20
HHN-EDI-01,2024-10-13,22
HHN-EDI-01,2024-10-14,26
HHN-EDI-01,2024-10-15,20
HHN-EDI-01,2024-10-16,23
HHN-EDI-01,2024-10-17,18
HHN-EDI-01,2024-10-18,26
HHN-EDI-01,2024-10-19,17
HHN-EDI-01,2024-10-20,23
HHN-EDI-01,2024-10-21,25
HHN-EDI-01,2024-10-22,28
HHN-EDI-01,2024-10-23,20
HHN-EDI-01,2024-10-24,19
HHN-EDI-01,2024-10-25,31
HHN-EDI-01,2024-10-26,15
HHN-EDI-01,2024-10-27,26
HHN-EDI-01,2024-10-28,18
HHN-EDI-01,2024-10-29,22
HHN-EDI-01,2024-10-30,24
HHN-EDI-01,2024-10-31,24
HHN-EDI-01,2024-11-01,28
HHN-EDI-01,2024-11-02,21
HHN-EDI-01,2024-11-03,26
HHN-EDI-01,2024-11-04,20
HHN-EDI-01,2024-11-05,16
HHN-EDI-01,2024-11-06,25
HHN-EDI-01,2024-11-07,29
HHN-EDI-01,2024-11-08,24
HHN-EDI-01,2024-11-09,18
HHN-EDI-01,2024-11-10,18
HHN-EDI-01,2024-11-11,20
HHN-EDI-01,2024-11-12,28
HHN-EDI-01,2024-11-13,13
HHN-EDI-01,2024-11-14,17
HHN-EDI-01,2024-11-15,17
HHN-EDI-01,2024-11-16,24
HHN-EDI-01,2024-11-17,17
HHN-EDI-01,2024-11-18,21
HHN-EDI-01,2024-11-19,29
HHN-EDI-01,2024-11-20,21
HHN-EDI-01,2024-11-21,25
HHN-EDI-01,2024-11-22,27
HHN-EDI-01,2024-11-23,27
HHN-EDI-01,2024-11-24,27
HHN-EDI-01,2024-11-25,31
HHN-EDI-01,2024-11-26,25
HHN-EDI-01,2024-11-27,20
HHN-EDI-01,2024-11-28,31
HHN-EDI-01,2024-11-29,21
HHN-EDI-01,2024-11-30,23
HHN-EDI-01,2024-12-01,23
HHN-EDI-01,2024-12-02,31
HHN-EDI-01,2024-12-03,20
HHN-EDI-01,2024-12-04,30
HHN-EDI-01,2024-12-05,33
HHN-EDI-01,2024-12-06,25
HHN-EDI-01,2024-12-07,29
HHN-EDI-01,2024-12-08,23
HHN-EDI-01,2024-12-09,25
HHN-EDI-01,2024-12-10,17
HHN-EDI-01,2024-12-11,20
HHN-EDI-01,2024-12-12,18
HHN-EDI-01,2024-12-13,16
HHN-EDI-01,2024-12-14,35
HHN-EDI-01,2024-12-15,27
HHN-EDI-01,2024-12-16,28
HHN-EDI-01,2024-12-17,18
HHN-EDI-01,2024-12-18,20
HHN-EDI-01,2024-12-19,22
HHN-EDI-01,2024-12-20,26
HHN-EDI-01,2024-12-21,30
HHN-EDI-01,2024-12-22,18
HHN-EDI-01,2024-12-23,21
HHN-EDI-01,2024-12-24,28
HHN-EDI-01,2024-12-25,20
HHN-EDI-01,2024-12-26,30
HHN-EDI-01,2024-12-27,26
HHN-EDI-01,2024-12-28,24
HHN-EDI-01,2024-12-29,23
HHN-EDI-01,2024-12-30,23
HHN-EDI-01,2024-12-31,30
HHN-EDI-01,2025-01-01,23
HHN-EDI-01,2025-01-02,25
HHN-EDI-01,2025-01-03,22
HHN-EDI-01,2025-01-04,35
HHN-EDI-01,2025-01-05,30
HHN-EDI-01,2025-01-06,28
HHN-EDI-01,2025-01-07,23
HHN-EDI-01,2025-01-08,28
HHN-EDI-01,2025-01-09,17
HHN-EDI-01,2025-01-10,24
HHN-EDI-01,2025-01-11,33
HHN-EDI-01,2025-01-12,28
HHN-EDI-01,2025-01-13,20
HHN-EDI-01,2025-01-14,23
HHN-EDI-01,2025-01-15,20
HHN-EDI-01,2025-01-16,28
HHN-EDI-01,2025-01-17,21
HHN-EDI-01,2025-01-18,27
HHN-EDI-01,2025-01-19,21
HHN-EDI-01,2025-01-20,25
HHN-EDI-01,2025-01-21,19
HHN-EDI-01,2025-01-22,29
HHN-EDI-01,2025-01-23,28
HHN-EDI-01,2025-01-24,27
HHN-EDI-01,2025-01-25,17
HHN-EDI-01,2025-01-26,28
HHN-EDI-01,2025-01-27,24
HHN-EDI-01,2025-01-28,21
HHN-EDI-01,2025-01-29,15
HHN-EDI-01,2025-01-30,23
HHN-EDI-01,2025-01-31,21
HHN-EDI-01,2025-02-01,26
HHN-EDI-01,2025-02-02,25
HHN-EDI-01,2025-02-03,41
HHN-EDI-01,2025-02-04,28
HHN-EDI-01,2025-02-05,30
HHN-EDI-01,2025-02-06,26
HHN-EDI-01,2025-02-07,23
HHN-EDI-01,2025-02-08,26
HHN-EDI-01,2025-02-09,28
HHN-EDI-01,2025-02-10,19
HHN-EDI-01,2025-02-11,26
HHN-EDI-01,2025-02-12,18
HHN-EDI-01,2025-02-13,26
HHN-EDI-01,2025-02-14,25
HHN-EDI-01,2025-02-15,29
HHN-EDI-01,2025-02-16,29
HHN-EDI-01,2025-02-17,37
HHN-EDI-01,2025-02-18,29
HHN-EDI-01,2025-02-19,19
HHN-EDI-01,2025-02-20,23
HHN-EDI-01,2025-02-21,26
HHN-EDI-01,2025-02-22,27
HHN-EDI-01,2025-02-23,20
HHN-EDI-01,2025-02-24,23
HHN-EDI-01,2025-02-25,27
HHN-EDI-01,2025-02-26,19
HHN-EDI-01,2025-02-27,25
HHN-EDI-01,2025-02-28,27
HHN-EDI-01,2025-03-01,26
HHN-EDI-01,2025-03-02,19
HHN-EDI-01,2025-03-03,19
HHN-EDI-01,2025-03-04,18
HHN-EDI-01,2025-03-05,34
HHN-EDI-01,2025-03-06,30
HHN-EDI-01,2025-03-07,28
HHN-EDI-01,2025-03-08,27
HHN-EDI-01,2025-03-09,15
HHN-EDI-01,2025-03-10,26
HHN-EDI-01,2025-03-11,23
HHN-EDI-01,2025-03-12,29
HHN-EDI-01,2025-03-13,29
HHN-EDI-01,2025-03-14,25
HHN-EDI-01,2025-03-15,32
HHN-EDI-01,2025-03-16,33
HHN-EDI-01,2025-03-17,24
HHN-EDI-01,2025-03-18,25
HHN-EDI-01,2025-03-19,26
HHN-EDI-01,2025-03-20,34
HHN-EDI-01,2025-03-21,28
HHN-EDI-01,2025-03-22,28
HHN-EDI-01,2025-03-23,15
HHN-EDI-01,2025-03-24,13
HHN-EDI-01,2025-03-25,30
HHN-EDI-01,2025-03-26,22
HHN-EDI-01,2025-03-27,23
HHN-EDI-01,2025-03-28,26
HHN-EDI-01,2025-03-29,21
HHN-EDI-01,2025-03-30,26
HHN-EDI-01,2025-03-31,16
HHN-EDI-01,2025-04-01,20
HHN-EDI-01,2025-04-02,17
HHN-EDI-01,2025-04-03,22
HHN-EDI-01,2025-04-04,26
HHN-EDI-01,2025-04-05,16
HHN-EDI-01,2025-04-06,16
HHN-EDI-01,2025-04-07,27
HHN-EDI-01,2025-04-08,15
HHN-EDI-01,2025-04-09,18
HHN-EDI-01,2025-04-10,24
HHN-EDI-01,2025-04-11,15
HHN-EDI-01,2025-04-12,19
HHN-EDI-01,2025-04-13,26
HHN-EDI-01,2025-04-14,17
HHN-EDI-01,2025-04-15,30
HHN-EDI-01,2025-04-16,21
HHN-EDI-01,2025-04-17,26
HHN-EDI-01,2025-04-18,27
HHN-EDI-01,2025-04-19,22
HHN-EDI-01,2025-04-20,24
HHN-EDI-01,2025-04-21,20
HHN-EDI-01,2025-04-22,19
HHN-EDI-01,2025-04-23,27
HHN-EDI-01,2025-04-24,20
HHN-EDI-01,2025-04-25,15
HHN-EDI-01,2025-04-26,25
HHN-EDI-01,2025-04-27,13
HHN-EDI-01,2025-04-28,19
HHN-EDI-01,2025-04-29,21
HHN-EDI-01,2025-04-30,20
HHN-EDI-01,2025-05-01,25
HHN-EDI-01,2025-05-02,21
HHN-EDI-01,2025-05-03,25
HHN-EDI-01,2025-05-04,21
HHN-EDI-01,2025-05-05,19
HHN-EDI-01,2025-05-06,13
HHN-EDI-01,2025-05-07,10
HHN-EDI-01,2025-05-08,16
HHN-EDI-01,2025-05-09,19
HHN-EDI-01,2025-05-10,27
HHN-EDI-01,2025-05-11,12
HHN-EDI-01,2025-05-12,25
HHN-EDI-01,2025-05-13,13
HHN-EDI-01,2025-05-14,25
HHN-EDI-01,2025-05-15,22
HHN-EDI-01,2025-05-16,18
HHN-EDI-01,2025-05-17,20
HHN-EDI-01,2025-05-18,16
HHN-EDI-01,2025-05-19,14
HHN-EDI-01,2025-05-20,14
HHN-EDI-01,2025-05-21,26
HHN-EDI-01,2025-05-22,21
HHN-EDI-01,2025-05-23,18
HHN-EDI-01,2025-05-24,17
HHN-EDI-01,2025-05-25,15
HHN-EDI-01,2025-05-26,18
HHN-EDI-01,2025-05-27,16
HHN-EDI-01,2025-05-28,19
HHN-EDI-01,2025-05-29,15
HHN-EDI-01,2025-05-30,17
HHN-EDI-01,2025-05-31,19
HHN-EDI-01,2025-06-01,24
HHN-EDI-01,2025-06-02,15
HHN-EDI-01,2025-06-03,15
HHN-EDI-01,2025-06-04,9
HHN-EDI-01,2025-06-05,14
HHN-EDI-01,2025-06-06,20
HHN-EDI-01,2025-06-07,22
HHN-EDI-01,2025-06-08,22
HHN-EDI-01,2025-06-09,29
HHN-EDI-01,2025-06-10,20
HHN-EDI-01,2025-06-11,14
HHN-EDI-01,2025-06-12,17
HHN-EDI-01,2025-06-13,20
HHN-EDI-01,2025-06-14,24
HHN-EDI-01,2025-06-15,19
HHN-EDI-01,2025-06-16,17
HHN-EDI-01,2025-06-17,21
HHN-EDI-01,2025-06-18,13
HHN-EDI-01,2025-06-19,27
HHN-EDI-01,2025-06-20,18
HHN-EDI-01,2025-06-21,27
HHN-EDI-01,2025-06-22,18
HHN-EDI-01,2025-06-23,23
HHN-EDI-01,2025-06-24,23
HHN-EDI-01,2025-06-25,20
HHN-EDI-01,2025-06-26,25
HHN-EDI-01,2025-06-27,15
HHN-EDI-01,2025-06-28,17
HHN-EDI-01,2025-06-29,19
HHN-EDI-01,2025-06-30,15
HHN-EDI-01,2025-07-01,22
HHN-EDI-01,2025-07-02,13
HHN-EDI-01,2025-07-03,25
HHN-EDI-01,2025-07-04,16
HHN-EDI-01,2025-07-05,19
HHN-EDI-01,2025-07-06,9
HHN-EDI-01,2025-07-07,16
HHN-EDI-01,2025-07-08,17
HHN-EDI-01,2025-07-09,15
HHN-EDI-01,2025-07-10,17
HHN-EDI-01,2025-07-11,18
HHN-EDI-01,2025-07-12,22
HHN-EDI-01,2025-07-13,19
HHN-EDI-01,2025-07-14,15
HHN-EDI-01,2025-07-15,21
HHN-EDI-01,2025-07-16,11
HHN-EDI-01,2025-07-17,17
HHN-EDI-01,2025-07-18,22
HHN-EDI-01,2025-07-19,17
HHN-EDI-01,2025-07-20,24
HHN-EDI-01,2025-07-21,12
HHN-EDI-01,2025-07-22,12
HHN-EDI-01,2025-07-23,18
HHN-EDI-01,2025-07-24,18
HHN-EDI-01,2025-07-25,18
HHN-EDI-01,2025-07-26,16
HHN-EDI-01,2025-07-27,11
HHN-EDI-01,2025-07-28,18
HHN-EDI-01,2025-07-29,16
HHN-EDI-01,2025-07-30,19
HHN-EDI-01,2025-07-31,20
HHN-EDI-01,2025-08-01,15
HHN-EDI-01,2025-08-02,14
HHN-EDI-01,2025-08-03,17
HHN-EDI-01,2025-08-04,21
HHN-EDI-01,2025-08-05,21
HHN-EDI-01,2025-08-06,17
HHN-EDI-01,2025-08-07,11
HHN-EDI-01,2025-08-08,18
HHN-EDI-01,2025-08-09,12
HHN-EDI-01,2025-08-10,13
HHN-EDI-01,2025-08-11,14
HHN-EDI-01,2025-08-12,11
HHN-EDI-01,2025-08-13,19
HHN-EDI-01,2025-08-14,24
HHN-EDI-01,2025-08-15,16
HHN-EDI-01,2025-08-16,15
HHN-EDI-01,2025-08-17,14
HHN-EDI-01,2025-08-18,32
HHN-EDI-01,2025-08-19,17
HHN-EDI-01,2025-08-20,12
HHN-EDI-01,2025-08-21,18
HHN-EDI-01,2025-08-22,18
HHN-EDI-01,2025-08-23,11
HHN-EDI-01,2025-08-24,15
HHN-EDI-01,2025-08-25,12
HHN-EDI-01,2025-08-26,23
HHN-EDI-01,2025-08-27,13
HHN-EDI-01,2025-08-28,11
HHN-EDI-01,2025-08-29,11
HHN-EDI-01,2025-08-30,11
HHN-EDI-01,2025-08-31,19
HHN-EDI-01,2025-09-01,18
HHN-EDI-01,2025-09-02,22
HHN-EDI-01,2025-09-03,18
HHN-EDI-01,2025-09-04,10
HHN-EDI-01,2025-09-05,18
HHN-EDI-01,2025-09-06,15
HHN-EDI-01,2025-09-07,18
HHN-EDI-01,2025-09-08,21
HHN-EDI-01,2025-09-09,20
HHN-EDI-01,2025-09-10,6
HHN-EDI-01,2025-09-11,12
HHN-EDI-01,2025-09-12,18
HHN-EDI-01,2025-09-13,19
HHN-EDI-01,2025-09-14,23
HHN-EDI-01,2025-09-15,21
HHN-EDI-01,2025-09-16,18
HHN-EDI-01,2025-09-17,15
HHN-EDI-01,2025-09-18,20
HHN-EDI-01,2025-09-19,17
HHN-EDI-01,2025-09-20,16
HHN-EDI-01,2025-09-21,28
HHN-EDI-01,2025-09-22,24
HHN-EDI-01,2025-09-23,22
HHN-EDI-01,2025-09-24,19
HHN-EDI-01,2025-09-25,26
HHN-EDI-01,2025-09-26,23
HHN-EDI-01,2025-09-27,21
HHN-EDI-01,2025-09-28,20
HHN-EDI-01,2025-09-29,27
HHN-EDI-01,2025-09-30,19
HHN-EDI-01,2025-10-01,27
HHN-EDI-01,2025-10-02,18
HHN-EDI-01,2025-10-03,23
HHN-EDI-01,2025-10-04,15
HHN-EDI-01,2025-10-05,16
HHN-EDI-01,2025-10-06,14
HHN-EDI-01,2025-10-07,16
HHN-EDI-01,2025-10-08,22
HHN-EDI-01,2025-10-09,30
HHN-EDI-01,2025-10-10,14
HHN-EDI-01,2025-10-11,27
HHN-EDI-01,2025-10-12,25
HHN-EDI-01,2025-10-13,26
HHN-EDI-01,2025-10-14,18
HHN-EDI-01,2025-10-15,15
HHN-EDI-01,2025-10-16,16
HHN-EDI-01,2025-10-17,24
HHN-EDI-01,2025-10-18,15
HHN-EDI-01,2025-10-19,20
HHN-EDI-01,2025-10-20,24
HHN-EDI-01,2025-10-21,19
HHN-EDI-01,2025-10-22,19
HHN-EDI-01,2025-10-23,25
HHN-EDI-01,2025-10-24,17
HHN-EDI-01,2025-10-25,17
HHN-EDI-01,2025-10-26,20
HHN-EDI-01,2025-10-27,23
HHN-EDI-01,2025-10-28,28
HHN-EDI-01,2025-10-29,26
HHN-EDI-01,2025-10-30,26
HHN-EDI-01,2025-10-31,22
HHN-EDI-01,2025-11-01,16
HHN-EDI-01,2025-11-02,29
HHN-EDI-01,2025-11-03,20
HHN-EDI-01,2025-11-04,23
HHN-EDI-01,2025-11-05,33
HHN-EDI-01,2025-11-06,19
HHN-EDI-01,2025-11-07,20
HHN-EDI-01,2025-11-08,20
HHN-EDI-01,2025-11-09,26
HHN-EDI-01,2025-11-10,18
HHN-EDI-01,2025-11-11,25
HHN-EDI-01,2025-11-12,27
HHN-EDI-01,2025-11-13,28
HHN-EDI-01,2025-11-14,30
HHN-EDI-01,2025-11-15,20
HHN-EDI-01,2025-11-16,17
HHN-EDI-01,2025-11-17,20
HHN-EDI-01,2025-11-18,17
HHN-EDI-01,2025-11-19,31
HHN-EDI-01,2025-11-20,13
HHN-EDI-01,2025-11-21,18
HHN-EDI-01,2025-11-22,29
HHN-EDI-01,2025-11-23,21
HHN-EDI-01,2025-11-24,22
HHN-EDI-01,2025-11-25,20
HHN-EDI-01,2025-11-26,25
HHN-EDI-01,2025-11-27,19
HHN-EDI-01,2025-11-28,30
HHN-EDI-01,2025-11-29,20
HHN-EDI-01,2025-11-30,20
HHN-EDI-01,2025-12-01,25
HHN-EDI-01,2025-12-02,24
HHN-EDI-01,2025-12-03,18
HHN-EDI-01,2025-12-04,23
HHN-EDI-01,2025-12-05,34
HHN-EDI-01,2025-12-06,27
HHN-EDI-01,2025-12-07,24
HHN-EDI-01,2025-12-08,27
HHN-EDI-01,2025-12-09,26
HHN-EDI-01,2025-12-10,21
HHN-EDI-01,2025-12-11,26
HHN-EDI-01,2025-12-12,23
HHN-EDI-01,2025-12-13,27
HHN-EDI-01,2025-12-14,25
HHN-EDI-01,2025-12-15,24
HHN-EDI-01,2025-12-16,32
HHN-EDI-01,2025-12-17,29
HHN-EDI-01,2025-12-18,23
HHN-EDI-01,2025-12-19,27
HHN-EDI-01,2025-12-20,26
HHN-EDI-01,2025-12-21,30
HHN-EDI-01,2025-12-22,26
HHN-EDI-01,2025-12-23,23
HHN-EDI-01,2025-12-24,30
HHN-EDI-01,2025-12-25,22
HHN-EDI-01,2025-12-26,32
HHN-EDI-01,2025-12-27,26
HHN-EDI-01,2025-12-28,20
