hospital_id,date,total_admissions
HHN-EDI-01,2024-01-04,27
HHN-EDI-01,2024-01-05,26
HHN-EDI-01,2024-01-06,27
HHN-EDI-01,2024-01-07,20
HHN-EDI-01,2024-01-08,40
HHN-EDI-01,2024-01-09,36
HHN-EDI-01,2024-01-10,27
HHN-EDI-01,2024-01-11,18
HHN-EDI-01,2024-01-12,23
HHN-EDI-01,2024-01-13,19
HHN-EDI-01,2024-01-14,39
HHN-EDI-01,2024-01-15,38
HHN-EDI-01,2024-01-16,16
HHN-EDI-01,2024-01-17,23
HHN-EDI-01,2024-01-18,22
HHN-EDI-01,2024-01-19,24
HHN-EDI-01,2024-01-20,19
HHN-EDI-01,2024-01-21,28
HHN-EDI-01,2024-01-22,38
HHN-EDI-01,2024-01-23,30
HHN-EDI-01,2024-01-24,32
HHN-EDI-01,2024-01-25,20
HHN-EDI-01,2024-01-26,28
HHN-EDI-01,2024-01-27,16
HHN-EDI-01,2024-01-28,20
HHN-EDI-01,2024-01-29,42
HHN-EDI-01,2024-01-30,25
HHN-EDI-01,2024-01-31,12
HHN-EDI-01,2024-02-01,29
HHN-EDI-01,2024-02-02,25
HHN-EDI-01,2024-02-03,16
HHN-EDI-01,2024-02-04,31
HHN-EDI-01,2024-02-05,20
HHN-EDI-01,2024-02-06,29
HHN-EDI-01,2024-02-07,25
HHN-EDI-01,2024-02-08,28
HHN-EDI-01,2024-02-09,38
HHN-EDI-01,2024-02-10,17
HHN-EDI-01,2024-02-11,32
HHN-EDI-01,2024-02-12,34
HHN-EDI-01,2024-02-13,36
HHN-EDI-01,2024-02-14,23
HHN-EDI-01,2024-02-15,38
HHN-EDI-01,2024-02-16,28
HHN-EDI-01,2024-02-17,33
HHN-EDI-01,2024-02-18,20
HHN-EDI-01,2024-02-19,41
HHN-EDI-01,2024-02-20,36
HHN-EDI-01,2024-02-21,27
HHN-EDI-01,2024-02-22,31
HHN-EDI-01,2024-02-23,15
HHN-EDI-01,2024-02-24,45
HHN-EDI-01,2024-02-25,19
HHN-EDI-01,2024-02-26,25
HHN-EDI-01,2024-02-27,28
HHN-EDI-01,2024-02-28,12
HHN-EDI-01,2024-02-29,22
HHN-EDI-01,2024-03-01,30
HHN-EDI-01,2024-03-02,20
HHN-EDI-01,2024-03-03,27
HHN-EDI-01,2024-03-04,25
HHN-EDI-01,2024-03-05,11
HHN-EDI-01,2024-03-06,25
HHN-EDI-01,2024-03-07,31
HHN-EDI-01,2024-03-08,20
HHN-EDI-01,2024-03-09,27
HHN-EDI-01,2024-03-10,16
HHN-EDI-01,2024-03-11,20
HHN-EDI-01,2024-03-12,27
HHN-EDI-01,2024-03-13,14
HHN-EDI-01,2024-03-14,36
HHN-EDI-01,2024-03-15,21
HHN-EDI-01,2024-03-16,26
HHN-EDI-01,2024-03-17,23
HHN-EDI-01,2024-03-18,26
HHN-EDI-01,2024-03-19,21
HHN-EDI-01,2024-03-20,24
HHN-EDI-01,2024-03-21,14
HHN-EDI-01,2024-03-22,17
HHN-EDI-01,2024-03-23,12
HHN-EDI-01,2024-03-24,23
HHN-EDI-01,2024-03-25,29
HHN-EDI-01,2024-03-26,19
HHN-EDI-01,2024-03-27,20
HHN-EDI-01,2024-03-28,21
HHN-EDI-01,2024-03-29,11
HHN-EDI-01,2024-03-30,11
HHN-EDI-01,2024-03-31,23
HHN-EDI-01,2024-04-01,21
HHN-EDI-01,2024-04-02,38
HHN-EDI-01,2024-04-03,16
HHN-EDI-01,2024-04-04,29
HHN-EDI-01,2024-04-05,24
HHN-EDI-01,2024-04-06,22
HHN-EDI-01,2024-04-07,16
HHN-EDI-01,2024-04-08,24
HHN-EDI-01,2024-04-09,32
HHN-EDI-01,2024-04-10,19
HHN-EDI-01,2024-04-11,18
HHN-EDI-01,2024-04-12,20
HHN-EDI-01,2024-04-13,15
HHN-EDI-01,2024-04-14,23
HHN-EDI-01,2024-04-15,30
HHN-EDI-01,2024-04-16,23
HHN-EDI-01,2024-04-17,20
HHN-EDI-01,2024-04-18,21
HHN-EDI-01,2024-04-19,27
HHN-EDI-01,2024-04-20,19
HHN-EDI-01,2024-04-21,20
HHN-EDI-01,2024-04-22,25
HHN-EDI-01,2024-04-23,25
HHN-EDI-01,2024-04-24,20
HHN-EDI-01,2024-04-25,21
HHN-EDI-01,2024-04-26,15
HHN-EDI-01,2024-04-27,23
HHN-EDI-01,2024-04-28,17
HHN-EDI-01,2024-04-29,20
HHN-EDI-01,2024-04-30,26
HHN-EDI-01,2024-05-01,28
HHN-EDI-01,2024-05-02,19
HHN-EDI-01,2024-05-03,14
HHN-EDI-01,2024-05-04,14
HHN-EDI-01,2024-05-05,14
HHN-EDI-01,2024-05-06,11
HHN-EDI-01,2024-05-07,28
HHN-EDI-01,2024-05-08,24
HHN-EDI-01,2024-05-09,19
HHN-EDI-01,2024-05-10,20
HHN-EDI-01,2024-05-11,12
HHN-EDI-01,2024-05-12,21
HHN-EDI-01,2024-05-13,20
HHN-EDI-01,2024-05-14,20
HHN-EDI-01,2024-05-15,25
HHN-EDI-01,2024-05-16,26
HHN-EDI-01,2024-05-17,33
HHN-EDI-01,2024-05-18,19
HHN-EDI-01,2024-05-19,22
HHN-EDI-01,2024-05-20,27
HHN-EDI-01,2024-05-21,16
HHN-EDI-01,2024-05-22,19
HHN-EDI-01,2024-05-23,31
HHN-EDI-01,2024-05-24,24
HHN-EDI-01,2024-05-25,10
HHN-EDI-01,2024-05-26,18
HHN-EDI-01,2024-05-27,15
HHN-EDI-01,2024-05-28,19
HHN-EDI-01,2024-05-29,21
HHN-EDI-01,2024-05-30,15
HHN-EDI-01,2024-05-31,20
HHN-EDI-01,2024-06-01,18
HHN-EDI-01,2024-06-02,12
HHN-EDI-01,2024-06-03,14
HHN-EDI-01,2024-06-04,28
HHN-EDI-01,2024-06-05,12
HHN-EDI-01,2024-06-06,19
HHN-EDI-01,2024-06-07,21
HHN-EDI-01,2024-06-08,8
HHN-EDI-01,2024-06-09,9
HHN-EDI-01,2024-06-10,19
HHN-EDI-01,2024-06-11,19
HHN-EDI-01,2024-06-12,20
HHN-EDI-01,2024-06-13,22
HHN-EDI-01,2024-06-14,12
HHN-EDI-01,2024-06-15,29
HHN-EDI-01,2024-06-16,22
HHN-EDI-01,2024-06-17,18
HHN-EDI-01,2024-06-18,28
HHN-EDI-01,2024-06-19,21
HHN-EDI-01,2024-06-20,11
HHN-EDI-01,2024-06-21,25
HHN-EDI-01,2024-06-22,14
HHN-EDI-01,2024-06-23,7
HHN-EDI-01,2024-06-24,23
HHN-EDI-01,2024-06-25,17
HHN-EDI-01,2024-06-26,19
HHN-EDI-01,2024-06-27,21
HHN-EDI-01,2024-06-28,21
HHN-EDI-01,2024-06-29,12
HHN-EDI-01,2024-06-30,10
HHN-EDI-01,2024-07-01,18
HHN-EDI-01,2024-07-02,10
HHN-EDI-01,2024-07-03,17
HHN-EDI-01,2024-07-04,14
HHN-EDI-01,2024-07-05,14
HHN-EDI-01,2024-07-06,17
HHN-EDI-01,2024-07-07,7
HHN-EDI-01,2024-07-08,12
HHN-EDI-01,2024-07-09,25
HHN-EDI-01,2024-07-10,20
HHN-EDI-01,2024-07-11,14
HHN-EDI-01,2024-07-12,18
HHN-EDI-01,2024-07-13,16
HHN-EDI-01,2024-07-14,16
HHN-EDI-01,2024-07-15,31
HHN-EDI-01,2024-07-16,22
HHN-EDI-01,2024-07-17,21
HHN-EDI-01,2024-07-18,13
HHN-EDI-01,2024-07-19,26
HHN-EDI-01,2024-07-20,15
HHN-EDI-01,2024-07-21,27
HHN-EDI-01,2024-07-22,30
HHN-EDI-01,2024-07-23,21
HHN-EDI-01,2024-07-24,20
HHN-EDI-01,2024-07-25,25
HHN-EDI-01,2024-07-26,19
HHN-EDI-01,2024-07-27,14
HHN-EDI-01,2024-07-28,10
HHN-EDI-01,2024-07-29,15
HHN-EDI-01,2024-07-30,17
HHN-EDI-01,2024-07-31,12
HHN-EDI-01,2024-08-01,15
HHN-EDI-01,2024-08-02,24
HHN-EDI-01,2024-08-03,12
HHN-EDI-01,2024-08-04,16
HHN-EDI-01,2024-08-05,22
HHN-EDI-01,2024-08-06,26
HHN-EDI-01,2024-08-07,17
HHN-EDI-01,2024-08-08,18
HHN-EDI-01,2024-08-09,18
HHN-EDI-01,2024-08-10,14
HHN-EDI-01,2024-08-11,14
HHN-EDI-01,2024-08-12,18
HHN-EDI-01,2024-08-13,22
HHN-EDI-01,2024-08-14,22
HHN-EDI-01,2024-08-15,15
HHN-EDI-01,2024-08-16,25
HHN-EDI-01,2024-08-17,18
HHN-EDI-01,2024-08-18,21
HHN-EDI-01,2024-08-19,15
HHN-EDI-01,2024-08-20,25
HHN-EDI-01,2024-08-21,12
HHN-EDI-01,2024-08-22,21
HHN-EDI-01,2024-08-23,13
HHN-EDI-01,2024-08-24,6
HHN-EDI-01,2024-08-25,8
HHN-EDI-01,2024-08-26,8
HHN-EDI-01,2024-08-27,19
HHN-EDI-01,2024-08-28,16
HHN-EDI-01,2024-08-29,15
HHN-EDI-01,2024-08-30,16
HHN-EDI-01,2024-08-31,16
HHN-EDI-01,2024-09-01,9
HHN-EDI-01,2024-09-02,31
HHN-EDI-01,2024-09-03,27
HHN-EDI-01,2024-09-04,30
HHN-EDI-01,2024-09-05,21
HHN-EDI-01,2024-09-06,17
HHN-EDI-01,2024-09-07,19
HHN-EDI-01,2024-09-08,26
HHN-EDI-01,2024-09-09,34
HHN-EDI-01,2024-09-10,26
HHN-EDI-01,2024-09-11,22
HHN-EDI-01,2024-09-12,26
HHN-EDI-01,2024-09-13,15
HHN-EDI-01,2024-09-14,20
HHN-EDI-01,2024-09-15,20
HHN-EDI-01,2024-09-16,26
HHN-EDI-01,2024-09-17,20
HHN-EDI-01,2024-09-18,17
HHN-EDI-01,2024-09-19,17
HHN-EDI-01,2024-09-20,21
HHN-EDI-01,2024-09-21,14
HHN-EDI-01,2024-09-22,12
HHN-EDI-01,2024-09-23,32
HHN-EDI-01,2024-09-24,20
HHN-EDI-01,2024-09-25,18
HHN-EDI-01,2024-09-26,21
HHN-EDI-01,2024-09-27,23
HHN-EDI-01,2024-09-28,17
HHN-EDI-01,2024-09-29,15
HHN-EDI-01,2024-09-30,22
HHN-EDI-01,2024-10-01,16
HHN-EDI-01,2024-10-02,19
HHN-EDI-01,2024-10-03,18
HHN-EDI-01,2024-10-04,21
HHN-EDI-01,2024-10-05,11
HHN-EDI-01,2024-10-06,7
HHN-EDI-01,2024-10-07,19
HHN-EDI-01,2024-10-08,27
HHN-EDI-01,2024-10-09,17
HHN-EDI-01,2024-10-10,32
HHN-EDI-01,2024-10-11,24
HHN-EDI-01,2024-10-12,26
HHN-EDI-01,2024-10-13,23
HHN-EDI-01,2024-10-14,28
HHN-EDI-01,2024-10-15,21
HHN-EDI-01,2024-10-16,26
HHN-EDI-01,2024-10-17,14
HHN-EDI-01,2024-10-18,30
HHN-EDI-01,2024-10-19,14
HHN-EDI-01,2024-10-20,18
HHN-EDI-01,2024-10-21,27
HHN-EDI-01,2024-10-22,23
HHN-EDI-01,2024-10-23,29
HHN-EDI-01,2024-10-24,24
HHN-EDI-01,2024-10-25,14
HHN-EDI-01,2024-10-26,17
HHN-EDI-01,2024-10-27,25
HHN-EDI-01,2024-10-28,22
HHN-EDI-01,2024-10-29,16
HHN-EDI-01,2024-10-30,23
HHN-EDI-01,2024-10-31,41
HHN-EDI-01,2024-11-01,29
HHN-EDI-01,2024-11-02,10
HHN-EDI-01,2024-11-03,15
HHN-EDI-01,2024-11-04,18
HHN-EDI-01,2024-11-05,36
HHN-EDI-01,2024-11-06,17
HHN-EDI-01,2024-11-07,27
HHN-EDI-01,2024-11-08,20
HHN-EDI-01,2024-11-09,19
HHN-EDI-01,2024-11-10,18
HHN-EDI-01,2024-11-11,23
HHN-EDI-01,2024-11-12,24
HHN-EDI-01,2024-11-13,19
HHN-EDI-01,2024-11-14,14
HHN-EDI-01,2024-11-15,18
HHN-EDI-01,2024-11-16,23
HHN-EDI-01,2024-11-17,21
HHN-EDI-01,2024-11-18,42
HHN-EDI-01,2024-11-19,27
HHN-EDI-01,2024-11-20,26
HHN-EDI-01,2024-11-21,22
HHN-EDI-01,2024-11-22,37
HHN-EDI-01,2024-11-23,18
HHN-EDI-01,2024-11-24,23
HHN-EDI-01,2024-11-25,15
HHN-EDI-01,2024-11-26,28
HHN-EDI-01,2024-11-27,19
HHN-EDI-01,2024-11-28,26
HHN-EDI-01,2024-11-29,27
HHN-EDI-01,2024-11-30,29
HHN-EDI-01,2024-12-01,31
HHN-EDI-01,2024-12-02,24
HHN-EDI-01,2024-12-03,22
HHN-EDI-01,2024-12-04,31
HHN-EDI-01,2024-12-05,28
HHN-EDI-01,2024-12-06,33
HHN-EDI-01,2024-12-07,11
HHN-EDI-01,2024-12-08,20
HHN-EDI-01,2024-12-09,17
HHN-EDI-01,2024-12-10,21
HHN-EDI-01,2024-12-11,30
HHN-EDI-01,2024-12-12,22
HHN-EDI-01,2024-12-13,30
HHN-EDI-01,2024-12-14,24
HHN-EDI-01,2024-12-15,16
HHN-EDI-01,2024-12-16,19
HHN-EDI-01,2024-12-17,37
HHN-EDI-01,2024-12-18,24
HHN-EDI-01,2024-12-19,21
HHN-EDI-01,2024-12-20,28
HHN-EDI-01,2024-12-21,24
HHN-EDI-01,2024-12-22,16
HHN-EDI-01,2024-12-23,34
HHN-EDI-01,2024-12-24,15
HHN-EDI-01,2024-12-25,46
HHN-EDI-01,2024-12-26,25
HHN-EDI-01,2024-12-27,17
HHN-EDI-01,2024-12-28,13
HHN-EDI-01,2024-12-29,32
HHN-EDI-01,2024-12-30,23
HHN-EDI-01,2024-12-31,27
HHN-EDI-01,2025-01-01,26
HHN-EDI-01,2025-01-02,23
HHN-EDI-01,2025-01-03,26
HHN-EDI-01,2025-01-04,32
HHN-EDI-01,2025-01-05,19
HHN-EDI-01,2025-01-06,22
HHN-EDI-01,2025-01-07,34
HHN-EDI-01,2025-01-08,22
HHN-EDI-01,2025-01-09,28
HHN-EDI-01,2025-01-10,29
HHN-EDI-01,2025-01-11,31
HHN-EDI-01,2025-01-12,10
HHN-EDI-01,2025-01-13,20
HHN-EDI-01,2025-01-14,22
HHN-EDI-01,2025-01-15,32
HHN-EDI-01,2025-01-16,29
HHN-EDI-01,2025-01-17,24
HHN-EDI-01,2025-01-18,24
HHN-EDI-01,2025-01-19,10
HHN-EDI-01,2025-01-20,39
HHN-EDI-01,2025-01-21,23
HHN-EDI-01,2025-01-22,31
HHN-EDI-01,2025-01-23,14
HHN-EDI-01,2025-01-24,20
HHN-EDI-01,2025-01-25,21
HHN-EDI-01,2025-01-26,22
HHN-EDI-01,2025-01-27,28
HHN-EDI-01,2025-01-28,18
HHN-EDI-01,2025-01-29,21
HHN-EDI-01,2025-01-30,25
HHN-EDI-01,2025-01-31,19
HHN-EDI-01,2025-02-01,41
HHN-EDI-01,2025-02-02,38
HHN-EDI-01,2025-02-03,39
HHN-EDI-01,2025-02-04,23
HHN-EDI-01,2025-02-05,26
HHN-EDI-01,2025-02-06,19
HHN-EDI-01,2025-02-07,15
HHN-EDI-01,2025-02-08,27
HHN-EDI-01,2025-02-09,15
HHN-EDI-01,2025-02-10,32
HHN-EDI-01,2025-02-11,36
HHN-EDI-01,2025-02-12,28
HHN-EDI-01,2025-02-13,29
HHN-EDI-01,2025-02-14,21
HHN-EDI-01,2025-02-15,23
HHN-EDI-01,2025-02-16,25
HHN-EDI-01,2025-02-17,21
HHN-EDI-01,2025-02-18,24
HHN-EDI-01,2025-02-19,31
HHN-EDI-01,2025-02-20,31
HHN-EDI-01,2025-02-21,17
HHN-EDI-01,2025-02-22,20
HHN-EDI-01,2025-02-23,28
HHN-EDI-01,2025-02-24,23
HHN-EDI-01,2025-02-25,26
HHN-EDI-01,2025-02-26,23
HHN-EDI-01,2025-02-27,30
HHN-EDI-01,2025-02-28,14
HHN-EDI-01,2025-03-01,27
HHN-EDI-01,2025-03-02,20
HHN-EDI-01,2025-03-03,28
HHN-EDI-01,2025-03-04,27
HHN-EDI-01,2025-03-05,35
HHN-EDI-01,2025-03-06,19
HHN-EDI-01,2025-03-07,29
HHN-EDI-01,2025-03-08,20
HHN-EDI-01,2025-03-09,21
HHN-EDI-01,2025-03-10,24
HHN-EDI-01,2025-03-11,25
HHN-EDI-01,2025-03-12,21
HHN-EDI-01,2025-03-13,45
HHN-EDI-01,2025-03-14,33
HHN-EDI-01,2025-03-15,22
HHN-EDI-01,2025-03-16,21
HHN-EDI-01,2025-03-17,30
HHN-EDI-01,2025-03-18,26
HHN-EDI-01,2025-03-19,29
HHN-EDI-01,2025-03-20,28
HHN-EDI-01,2025-03-21,20
HHN-EDI-01,2025-03-22,11
HHN-EDI-01,2025-03-23,22
HHN-EDI-01,2025-03-24,31
HHN-EDI-01,2025-03-25,16
HHN-EDI-01,2025-03-26,24
HHN-EDI-01,2025-03-27,18
HHN-EDI-01,2025-03-28,23
HHN-EDI-01,2025-03-29,16
HHN-EDI-01,2025-03-30,22
HHN-EDI-01,2025-03-31,26
HHN-EDI-01,2025-04-01,29
HHN-EDI-01,2025-04-02,20
HHN-EDI-01,2025-04-03,15
HHN-EDI-01,2025-04-04,20
HHN-EDI-01,2025-04-05,19
HHN-EDI-01,2025-04-06,21
HHN-EDI-01,2025-04-07,22
HHN-EDI-01,2025-04-08,26
HHN-EDI-01,2025-04-09,13
HHN-EDI-01,2025-04-10,21
HHN-EDI-01,2025-04-11,24
HHN-EDI-01,2025-04-12,16
HHN-EDI-01,2025-04-13,11
HHN-EDI-01,2025-04-14,34
HHN-EDI-01,2025-04-15,33
HHN-EDI-01,2025-04-16,22
HHN-EDI-01,2025-04-17,20
HHN-EDI-01,2025-04-18,19
HHN-EDI-01,2025-04-19,31
HHN-EDI-01,2025-04-20,15
HHN-EDI-01,2025-04-21,21
HHN-EDI-01,2025-04-22,24
HHN-EDI-01,2025-04-23,24
HHN-EDI-01,2025-04-24,21
HHN-EDI-01,2025-04-25,11
HHN-EDI-01,2025-04-26,13
HHN-EDI-01,2025-04-27,14
HHN-EDI-01,2025-04-28,31
HHN-EDI-01,2025-04-29,24
HHN-EDI-01,2025-04-30,28
HHN-EDI-01,2025-05-01,16
HHN-EDI-01,2025-05-02,18
HHN-EDI-01,2025-05-03,21
HHN-EDI-01,2025-05-04,7
HHN-EDI-01,2025-05-05,6
HHN-EDI-01,2025-05-06,22
HHN-EDI-01,2025-05-07,32
HHN-EDI-01,2025-05-08,30
HHN-EDI-01,2025-05-09,15
HHN-EDI-01,2025-05-10,20
HHN-EDI-01,2025-05-11,9
HHN-EDI-01,2025-05-12,27
HHN-EDI-01,2025-05-13,22
HHN-EDI-01,2025-05-14,17
HHN-EDI-01,2025-05-15,18
HHN-EDI-01,2025-05-16,12
HHN-EDI-01,2025-05-17,9
HHN-EDI-01,2025-05-18,13
HHN-EDI-01,2025-05-19,28
HHN-EDI-01,2025-05-20,21
HHN-EDI-01,2025-05-21,17
HHN-EDI-01,2025-05-22,24
HHN-EDI-01,2025-05-23,13
HHN-EDI-01,2025-05-24,16
HHN-EDI-01,2025-05-25,22
HHN-EDI-01,2025-05-26,16
HHN-EDI-01,2025-05-27,14
HHN-EDI-01,2025-05-28,10
HHN-EDI-01,2025-05-29,21
HHN-EDI-01,2025-05-30,15
HHN-EDI-01,2025-05-31,18
HHN-EDI-01,2025-06-01,11
HHN-EDI-01,2025-06-02,17
HHN-EDI-01,2025-06-03,18
HHN-EDI-01,2025-06-04,19
HHN-EDI-01,2025-06-05,28
HHN-EDI-01,2025-06-06,30
HHN-EDI-01,2025-06-07,21
HHN-EDI-01,2025-06-08,19
HHN-EDI-01,2025-06-09,26
HHN-EDI-01,2025-06-10,12
HHN-EDI-01,2025-06-11,21
HHN-EDI-01,2025-06-12,18
HHN-EDI-01,2025-06-13,20
HHN-EDI-01,2025-06-14,11
HHN-EDI-01,2025-06-15,21
HHN-EDI-01,2025-06-16,22
HHN-EDI-01,2025-06-17,24
HHN-EDI-01,2025-06-18,21
HHN-EDI-01,2025-06-19,27
HHN-EDI-01,2025-06-20,25
HHN-EDI-01,2025-06-21,11
HHN-EDI-01,2025-06-22,9
HHN-EDI-01,2025-06-23,26
HHN-EDI-01,2025-06-24,18
HHN-EDI-01,2025-06-25,20
HHN-EDI-01,2025-06-26,22
HHN-EDI-01,2025-06-27,20
HHN-EDI-01,2025-06-28,13
HHN-EDI-01,2025-06-29,13
HHN-EDI-01,2025-06-30,32
HHN-EDI-01,2025-07-01,19
HHN-EDI-01,2025-07-02,18
HHN-EDI-01,2025-07-03,15
HHN-EDI-01,2025-07-04,12
HHN-EDI-01,2025-07-05,12
HHN-EDI-01,2025-07-06,7
HHN-EDI-01,2025-07-07,23
HHN-EDI-01,2025-07-08,15
HHN-EDI-01,2025-07-09,20
HHN-EDI-01,2025-07-10,29
HHN-EDI-01,2025-07-11,15
HHN-EDI-01,2025-07-12,22
HHN-EDI-01,2025-07-13,11
HHN-EDI-01,2025-07-14,17
HHN-EDI-01,2025-07-15,8
HHN-EDI-01,2025-07-16,27
HHN-EDI-01,2025-07-17,17
HHN-EDI-01,2025-07-18,28
HHN-EDI-01,2025-07-19,15
HHN-EDI-01,2025-07-20,5
HHN-EDI-01,2025-07-21,13
HHN-EDI-01,2025-07-22,17
HHN-EDI-01,2025-07-23,16
HHN-EDI-01,2025-07-24,22
HHN-EDI-01,2025-07-25,16
HHN-EDI-01,2025-07-26,9
HHN-EDI-01,2025-07-27,13
HHN-EDI-01,2025-07-28,26
HHN-EDI-01,2025-07-29,11
HHN-EDI-01,2025-07-30,28
HHN-EDI-01,2025-07-31,12
HHN-EDI-01,2025-08-01,19
HHN-EDI-01,2025-08-02,19
HHN-EDI-01,2025-08-03,21
HHN-EDI-01,2025-08-04,16
HHN-EDI-01,2025-08-05,13
HHN-EDI-01,2025-08-06,13
HHN-EDI-01,2025-08-07,16
HHN-EDI-01,2025-08-08,15
HHN-EDI-01,2025-08-09,10
HHN-EDI-01,2025-08-10,10
HHN-EDI-01,2025-08-11,15
HHN-EDI-01,2025-08-12,28
HHN-EDI-01,2025-08-13,22
HHN-EDI-01,2025-08-14,15
HHN-EDI-01,2025-08-15,23
HHN-EDI-01,2025-08-16,18
HHN-EDI-01,2025-08-17,20
HHN-EDI-01,2025-08-18,11
HHN-EDI-01,2025-08-19,10
HHN-EDI-01,2025-08-20,24
HHN-EDI-01,2025-08-21,20
HHN-EDI-01,2025-08-22,8
HHN-EDI-01,2025-08-23,22
HHN-EDI-01,2025-08-24,13
HHN-EDI-01,2025-08-25,6
HHN-EDI-01,2025-08-26,18
HHN-EDI-01,2025-08-27,12
HHN-EDI-01,2025-08-28,19
HHN-EDI-01,2025-08-29,12
HHN-EDI-01,2025-08-30,11
HHN-EDI-01,2025-08-31,14
HHN-EDI-01,2025-09-01,22
HHN-EDI-01,2025-09-02,12
HHN-EDI-01,2025-09-03,16
HHN-EDI-01,2025-09-04,20
HHN-EDI-01,2025-09-05,29
HHN-EDI-01,2025-09-06,11
HHN-EDI-01,2025-09-07,11
HHN-EDI-01,2025-09-08,12
HHN-EDI-01,2025-09-09,21
HHN-EDI-01,2025-09-10,12
HHN-EDI-01,2025-09-11,23
HHN-EDI-01,2025-09-12,17
HHN-EDI-01,2025-09-13,26
HHN-EDI-01,2025-09-14,12
HHN-EDI-01,2025-09-15,22
HHN-EDI-01,2025-09-16,17
HHN-EDI-01,2025-09-17,22
HHN-EDI-01,2025-09-18,32
HHN-EDI-01,2025-09-19,13
HHN-EDI-01,2025-09-20,28
HHN-EDI-01,2025-09-21,20
HHN-EDI-01,2025-09-22,16
HHN-EDI-01,2025-09-23,31
HHN-EDI-01,2025-09-24,23
HHN-EDI-01,2025-09-25,17
HHN-EDI-01,2025-09-26,22
HHN-EDI-01,2025-09-27,23
HHN-EDI-01,2025-09-28,24
HHN-EDI-01,2025-09-29,23
HHN-EDI-01,2025-09-30,15
HHN-EDI-01,2025-10-01,15
HHN-EDI-01,2025-10-02,30
HHN-EDI-01,2025-10-03,12
HHN-EDI-01,2025-10-04,13
HHN-EDI-01,2025-10-05,17
HHN-EDI-01,2025-10-06,31
HHN-EDI-01,2025-10-07,29
HHN-EDI-01,2025-10-08,18
HHN-EDI-01,2025-10-09,20
HHN-EDI-01,2025-10-10,29
HHN-EDI-01,2025-10-11,33
HHN-EDI-01,2025-10-12,11
HHN-EDI-01,2025-10-13,15
HHN-EDI-01,2025-10-14,13
HHN-EDI-01,2025-10-15,14
HHN-EDI-01,2025-10-16,18
HHN-EDI-01,2025-10-17,26
HHN-EDI-01,2025-10-18,15
HHN-EDI-01,2025-10-19,20
HHN-EDI-01,2025-10-20,25
HHN-EDI-01,2025-10-21,23
HHN-EDI-01,2025-10-22,16
HHN-EDI-01,2025-10-23,26
HHN-EDI-01,2025-10-24,17
HHN-EDI-01,2025-10-25,26
HHN-EDI-01,2025-10-26,22
HHN-EDI-01,2025-10-27,25
HHN-EDI-01,2025-10-28,17
HHN-EDI-01,2025-10-29,28
HHN-EDI-01,2025-10-30,23
HHN-EDI-01,2025-10-31,26
HHN-EDI-01,2025-11-01,14
HHN-EDI-01,2025-11-02,27
HHN-EDI-01,2025-11-03,25
HHN-EDI-01,2025-11-04,28
HHN-EDI-01,2025-11-05,28
HHN-EDI-01,2025-11-06,24
HHN-EDI-01,2025-11-07,23
HHN-EDI-01,2025-11-08,19
HHN-EDI-01,2025-11-09,24
HHN-EDI-01,2025-11-10,36
HHN-EDI-01,2025-11-11,14
HHN-EDI-01,2025-11-12,24
HHN-EDI-01,2025-11-13,23
HHN-EDI-01,2025-11-14,29
HHN-EDI-01,2025-11-15,14
HHN-EDI-01,2025-11-16,23
HHN-EDI-01,2025-11-17,34
HHN-EDI-01,2025-11-18,20
HHN-EDI-01,2025-11-19,14
HHN-EDI-01,2025-11-20,26
HHN-EDI-01,2025-11-21,28
HHN-EDI-01,2025-11-22,9
HHN-EDI-01,2025-11-23,19
HHN-EDI-01,2025-11-24,14
HHN-EDI-01,2025-11-25,35
HHN-EDI-01,2025-11-26,23
HHN-EDI-01,2025-11-27,21
HHN-EDI-01,2025-11-28,17
HHN-EDI-01,2025-11-29,28
HHN-EDI-01,2025-11-30,23
HHN-EDI-01,2025-12-01,20
HHN-EDI-01,2025-12-02,38
HHN-EDI-01,2025-12-03,23
HHN-EDI-01,2025-12-04,28
HHN-EDI-01,2025-12-05,21
HHN-EDI-01,2025-12-06,26
HHN-EDI-01,2025-12-07,16
HHN-EDI-01,2025-12-08,32
HHN-EDI-01,2025-12-09,15
HHN-EDI-01,2025-12-10,25
HHN-EDI-01,2025-12-11,20
HHN-EDI-01,2025-12-12,38
HHN-EDI-01,2025-12-13,15
HHN-EDI-01,2025-12-14,35
HHN-EDI-01,2025-12-15,21
HHN-EDI-01,2025-12-16,38
HHN-EDI-01,2025-12-17,33
HHN-EDI-01,2025-12-18,19
HHN-EDI-01,2025-12-19,28
HHN-EDI-01,2025-12-20,24
HHN-EDI-01,2025-12-21,30
HHN-EDI-01,2025-12-22,37
HHN-EDI-01,2025-12-23,28
HHN-EDI-01,2025-12-24,17
HHN-EDI-01,2025-12-25,29
HHN-EDI-01,2025-12-26,30
HHN-EDI-01,2025-12-27,23
HHN-EDI-01,2025-12-28,24
HHN-EDI-01,2025-12-29,40
HHN-EDI-01,2025-12-30,30
HHN-EDI-01,2025-12-31,15
HHN-LON-01,2024-01-01,64
HHN-LON-01,2024-01-02,64
HHN-LON-01,2024-01-03,69
HHN-LON-01,2024-01-04,77
HHN-LON-01,2024-01-05,56
HHN-LON-01,2024-01-06,56
HHN-LON-01,2024-01-07,57
HHN-LON-01,2024-01-08,41
