hospital_id,date,completed_surgeries,expected_los
HHN-EDI-01,2024-02-15,4,2.25
HHN-EDI-01,2024-02-16,2,1.4500000000000002
HHN-EDI-01,2024-02-19,4,3.8499999999999996
HHN-EDI-01,2024-02-20,5,3.3200000000000003
HHN-EDI-01,2024-02-21,2,3.0
HHN-EDI-01,2024-02-22,6,2.5833333333333335
HHN-EDI-01,2024-02-23,1,4.2
HHN-EDI-01,2024-02-26,3,3.233333333333334
HHN-EDI-01,2024-02-27,4,3.15
HHN-EDI-01,2024-02-28,3,3.1666666666666665
HHN-EDI-01,2024-02-29,4,4.975
HHN-EDI-01,2024-03-01,6,3.1999999999999997
HHN-EDI-01,2024-03-04,7,2.942857142857143
HHN-EDI-01,2024-03-05,2,0.25
HHN-EDI-01,2024-03-06,6,3.966666666666667
HHN-EDI-01,2024-03-07,7,1.5857142857142856
HHN-EDI-01,2024-03-08,2,2.6500000000000004
HHN-EDI-01,2024-03-11,3,3.1
HHN-EDI-01,2024-03-12,2,3.6500000000000004
HHN-EDI-01,2024-03-13,4,2.4
HHN-EDI-01,2024-03-14,3,4.933333333333334
HHN-EDI-01,2024-03-15,2,2.5
HHN-EDI-01,2024-03-18,3,2.766666666666667
HHN-EDI-01,2024-03-19,4,2.3
HHN-EDI-01,2024-03-20,5,3.2199999999999998
HHN-EDI-01,2024-03-21,3,3.466666666666667
HHN-EDI-01,2024-03-22,3,2.0
HHN-EDI-01,2024-03-25,8,3.4
HHN-EDI-01,2024-03-26,1,1.4
HHN-EDI-01,2024-03-27,5,3.06
HHN-EDI-01,2024-03-28,4,3.0
HHN-EDI-01,2024-04-02,10,2.37
HHN-EDI-01,2024-04-03,4,4.6
HHN-EDI-01,2024-04-04,5,2.48
HHN-EDI-01,2024-04-05,6,2.8666666666666667
HHN-EDI-01,2024-04-08,7,3.8428571428571425
HHN-EDI-01,2024-04-09,5,3.4
HHN-EDI-01,2024-04-10,10,2.12
HHN-EDI-01,2024-04-11,9,2.111111111111111
HHN-EDI-01,2024-04-12,4,1.525
HHN-EDI-01,2024-04-15,6,2.233333333333333
HHN-EDI-01,2024-04-16,8,2.85
HHN-EDI-01,2024-04-17,6,2.4499999999999997
HHN-EDI-01,2024-04-18,4,3.675
HHN-EDI-01,2024-04-19,8,2.45
HHN-EDI-01,2024-04-22,5,2.3
HHN-EDI-01,2024-04-23,5,3.08
HHN-EDI-01,2024-04-24,5,2.3
HHN-EDI-01,2024-04-25,6,3.5833333333333335
HHN-EDI-01,2024-04-26,2,1.75
HHN-EDI-01,2024-04-29,2,2.6
HHN-EDI-01,2024-04-30,6,1.7
HHN-EDI-01,2024-05-01,3,3.1333333333333333
HHN-EDI-01,2024-05-02,4,2.6999999999999997
HHN-EDI-01,2024-05-03,3,3.233333333333333
HHN-EDI-01,2024-05-07,6,4.633333333333334
HHN-EDI-01,2024-05-08,4,2.75
HHN-EDI-01,2024-05-09,2,2.9
HHN-EDI-01,2024-05-10,7,3.957142857142857
HHN-EDI-01,2024-05-13,2,2.45
HHN-EDI-01,2024-05-14,7,3.5
HHN-EDI-01,2024-05-15,8,1.7125
HHN-EDI-01,2024-05-16,9,1.9888888888888887
HHN-EDI-01,2024-05-17,7,1.9142857142857144
HHN-EDI-01,2024-05-20,13,2.707692307692308
HHN-EDI-01,2024-05-21,2,4.5
HHN-EDI-01,2024-05-22,4,3.425
HHN-EDI-01,2024-05-23,4,4.375
HHN-EDI-01,2024-05-24,5,3.78
HHN-EDI-01,2024-05-28,4,2.425
HHN-EDI-01,2024-05-29,8,2.45
HHN-EDI-01,2024-05-30,5,2.6399999999999997
HHN-EDI-01,2024-05-31,7,3.3857142857142857
HHN-EDI-01,2024-06-03,6,3.4
HHN-EDI-01,2024-06-04,3,2.4333333333333336
HHN-EDI-01,2024-06-05,4,1.9750000000000003
HHN-EDI-01,2024-06-06,4,2.975
HHN-EDI-01,2024-06-10,7,2.1285714285714286
HHN-EDI-01,2024-06-11,6,2.05
HHN-EDI-01,2024-06-12,6,2.9666666666666663
HHN-EDI-01,2024-06-13,5,1.4
HHN-EDI-01,2024-06-14,1,4.2
HHN-EDI-01,2024-06-17,8,3.3375
HHN-EDI-01,2024-06-18,7,3.1999999999999997
HHN-EDI-01,2024-06-19,5,2.7800000000000002
HHN-EDI-01,2024-06-20,3,4.166666666666667
HHN-EDI-01,2024-06-21,3,3.5666666666666664
HHN-EDI-01,2024-06-25,3,1.9000000000000001
HHN-EDI-01,2024-06-26,5,4.0600000000000005
HHN-EDI-01,2024-06-27,7,3.742857142857143
HHN-EDI-01,2024-06-28,4,2.7
HHN-EDI-01,2024-07-01,5,2.58
HHN-EDI-01,2024-07-02,6,3.3666666666666667
HHN-EDI-01,2024-07-03,7,3.385714285714286
HHN-EDI-01,2024-07-04,5,4.0200000000000005
HHN-EDI-01,2024-07-05,2,5.550000000000001
HHN-EDI-01,2024-07-08,3,1.9666666666666666
HHN-EDI-01,2024-07-09,7,3.057142857142857
HHN-EDI-01,2024-07-10,6,2.4833333333333334
HHN-EDI-01,2024-07-11,10,3.6
HHN-EDI-01,2024-07-12,4,2.3
HHN-EDI-01,2024-07-15,5,3.34
HHN-EDI-01,2024-07-16,8,3.45
HHN-EDI-01,2024-07-17,7,3.2857142857142856
HHN-EDI-01,2024-07-18,6,3.75
HHN-EDI-01,2024-07-19,6,3.033333333333333
HHN-EDI-01,2024-07-22,10,1.54
HHN-EDI-01,2024-07-23,8,2.2
HHN-EDI-01,2024-07-24,3,3.1666666666666665
HHN-EDI-01,2024-07-25,4,2.475
HHN-EDI-01,2024-07-26,3,3.533333333333333
HHN-EDI-01,2024-07-29,2,2.25
HHN-EDI-01,2024-07-30,4,1.75
HHN-EDI-01,2024-07-31,7,1.4714285714285715
HHN-EDI-01,2024-08-01,4,1.925
HHN-EDI-01,2024-08-02,4,1.725
HHN-EDI-01,2024-08-05,3,3.866666666666667
HHN-EDI-01,2024-08-06,6,3.533333333333333
HHN-EDI-01,2024-08-07,1,3.9
HHN-EDI-01,2024-08-08,3,4.8
HHN-EDI-01,2024-08-09,2,2.45
HHN-EDI-01,2024-08-12,3,5.066666666666666
HHN-EDI-01,2024-08-13,4,2.075
HHN-EDI-01,2024-08-14,4,3.5
HHN-EDI-01,2024-08-15,2,4.05
HHN-EDI-01,2024-08-16,2,4.75
HHN-EDI-01,2024-08-19,1,0.2
HHN-EDI-01,2024-08-20,6,2.4
HHN-EDI-01,2024-08-21,5,3.34
HHN-EDI-01,2024-08-22,4,1.9
HHN-EDI-01,2024-08-23,3,2.766666666666667
HHN-EDI-01,2024-08-27,6,3.1166666666666667
HHN-EDI-01,2024-08-28,3,3.233333333333333
HHN-EDI-01,2024-08-29,1,0.2
HHN-EDI-01,2024-08-30,3,3.8666666666666667
HHN-EDI-01,2024-09-02,5,3.3
HHN-EDI-01,2024-09-03,5,3.04
HHN-EDI-01,2024-09-04,7,3.085714285714286
HHN-EDI-01,2024-09-05,5,2.66
HHN-EDI-01,2024-09-06,4,1.8
HHN-EDI-01,2024-09-09,9,3.8333333333333335
HHN-EDI-01,2024-09-10,5,4.08
HHN-EDI-01,2024-09-11,8,3.5875
HHN-EDI-01,2024-09-12,7,2.6142857142857143
HHN-EDI-01,2024-09-13,2,4.25
HHN-EDI-01,2024-09-16,7,3.7285714285714286
HHN-EDI-01,2024-09-17,6,3.3333333333333335
HHN-EDI-01,2024-09-18,10,3.5
HHN-EDI-01,2024-09-19,6,3.266666666666667
HHN-EDI-01,2024-09-20,7,3.1714285714285713
HHN-EDI-01,2024-09-23,7,2.457142857142857
HHN-EDI-01,2024-09-24,7,3.3000000000000003
HHN-EDI-01,2024-09-25,5,3.3200000000000003
HHN-EDI-01,2024-09-26,9,3.1888888888888887
HHN-EDI-01,2024-09-27,6,1.6333333333333335
HHN-EDI-01,2024-09-30,7,2.3857142857142857
HHN-EDI-01,2024-10-01,5,1.6
HHN-EDI-01,2024-10-02,6,2.216666666666667
HHN-EDI-01,2024-10-03,4,3.9250000000000003
HHN-EDI-01,2024-10-04,4,5.375
HHN-EDI-01,2024-10-07,5,4.9
HHN-EDI-01,2024-10-08,9,3.2333333333333334
HHN-EDI-01,2024-10-09,6,1.9833333333333334
HHN-EDI-01,2024-10-10,10,3.25
HHN-EDI-01,2024-10-11,3,0.20000000000000004
HHN-EDI-01,2024-10-14,4,1.65
HHN-EDI-01,2024-10-15,6,3.35
HHN-EDI-01,2024-10-16,4,3.575
HHN-EDI-01,2024-10-17,2,2.5
HHN-EDI-01,2024-10-18,3,1.4000000000000001
HHN-EDI-01,2024-10-21,4,1.9000000000000001
HHN-EDI-01,2024-10-22,7,2.5142857142857147
HHN-EDI-01,2024-10-23,6,3.75
HHN-EDI-01,2024-10-24,5,2.6399999999999997
HHN-EDI-01,2024-10-25,4,1.55
HHN-EDI-01,2024-10-28,9,3.3777777777777778
HHN-EDI-01,2024-10-29,3,3.266666666666667
HHN-EDI-01,2024-10-30,6,1.7166666666666668
HHN-EDI-01,2024-10-31,10,3.3200000000000003
HHN-EDI-01,2024-11-01,7,3.9714285714285715
HHN-EDI-01,2024-11-04,5,2.82
HHN-EDI-01,2024-11-05,8,2.825
HHN-EDI-01,2024-11-06,2,4.5
HHN-EDI-01,2024-11-07,5,2.7
HHN-EDI-01,2024-11-08,3,2.966666666666667
HHN-EDI-01,2024-11-11,5,1.4
HHN-EDI-01,2024-11-12,8,2.9875
HHN-EDI-01,2024-11-13,5,3.6399999999999997
HHN-EDI-01,2024-11-14,3,2.966666666666667
HHN-EDI-01,2024-11-15,2,5.4
HHN-EDI-01,2024-11-18,10,2.7800000000000002
HHN-EDI-01,2024-11-19,5,2.7199999999999998
HHN-EDI-01,2024-11-20,5,1.54
HHN-EDI-01,2024-11-21,5,2.9
HHN-EDI-01,2024-11-22,4,1.975
HHN-EDI-01,2024-11-25,6,3.0
HHN-EDI-01,2024-11-26,6,2.6999999999999997
HHN-EDI-01,2024-11-27,5,2.04
HHN-EDI-01,2024-11-28,3,2.7999999999999994
HHN-EDI-01,2024-11-29,5,5.24
HHN-EDI-01,2024-12-02,4,3.375
HHN-EDI-01,2024-12-03,6,2.6999999999999997
HHN-EDI-01,2024-12-04,5,2.54
HHN-EDI-01,2024-12-05,1,2.5
HHN-EDI-01,2024-12-06,3,1.1666666666666667
HHN-EDI-01,2024-12-09,3,3.1
HHN-EDI-01,2024-12-10,5,4.5200000000000005
HHN-EDI-01,2024-12-11,5,2.8600000000000003
HHN-EDI-01,2024-12-12,3,3.6
HHN-EDI-01,2024-12-13,3,3.6333333333333333
HHN-EDI-01,2024-12-16,8,1.875
HHN-EDI-01,2024-12-17,5,2.68
HHN-EDI-01,2024-12-18,1,2.1
HHN-EDI-01,2024-12-19,2,2.55
HHN-EDI-01,2024-12-20,1,3.2
HHN-EDI-01,2024-12-24,1,4.0
HHN-EDI-01,2024-12-27,1,4.4
HHN-EDI-01,2024-12-31,1,2.1
HHN-EDI-01,2025-01-02,1,3.0
HHN-EDI-01,2025-01-03,1,1.9
HHN-EDI-01,2025-01-06,3,3.4
HHN-EDI-01,2025-01-07,6,3.016666666666667
HHN-EDI-01,2025-01-08,4,4.0
HHN-EDI-01,2025-01-09,4,2.1750000000000003
HHN-EDI-01,2025-01-10,6,3.1
HHN-EDI-01,2025-01-13,4,3.625
HHN-EDI-01,2025-01-14,2,1.9000000000000001
HHN-EDI-01,2025-01-15,6,3.0
HHN-EDI-01,2025-01-16,8,3.3874999999999997
HHN-EDI-01,2025-01-17,5,2.68
HHN-EDI-01,2025-01-20,7,2.557142857142857
HHN-EDI-01,2025-01-21,6,2.4499999999999997
HHN-EDI-01,2025-01-22,2,3.6
HHN-EDI-01,2025-01-23,3,2.8333333333333335
HHN-EDI-01,2025-01-24,2,1.1
HHN-EDI-01,2025-01-27,4,2.975
HHN-EDI-01,2025-01-28,2,3.75
HHN-EDI-01,2025-01-29,5,2.68
HHN-EDI-01,2025-01-30,7,4.1571428571428575
HHN-EDI-01,2025-01-31,3,2.6999999999999997
HHN-EDI-01,2025-02-03,6,3.5
HHN-EDI-01,2025-02-04,7,3.5285714285714285
HHN-EDI-01,2025-02-05,5,2.34
HHN-EDI-01,2025-02-06,6,4.016666666666667
HHN-EDI-01,2025-02-07,1,4.3
HHN-EDI-01,2025-02-10,5,4.1
HHN-EDI-01,2025-02-11,6,4.116666666666667
HHN-EDI-01,2025-02-12,4,2.725
HHN-EDI-01,2025-02-13,6,3.0833333333333335
HHN-EDI-01,2025-02-14,4,2.875
HHN-EDI-01,2025-02-17,4,3.575
HHN-EDI-01,2025-02-18,5,3.16
HHN-EDI-01,2025-02-19,1,2.9
HHN-EDI-01,2025-02-20,6,3.0666666666666664
HHN-EDI-01,2025-02-21,4,3.075
HHN-EDI-01,2025-02-25,4,2.5
HHN-EDI-01,2025-02-26,3,3.0333333333333337
HHN-EDI-01,2025-02-27,4,3.125
HHN-EDI-01,2025-02-28,4,3.6
HHN-EDI-01,2025-03-03,5,3.5200000000000005
HHN-EDI-01,2025-03-04,6,3.3833333333333333
HHN-EDI-01,2025-03-05,8,1.725
HHN-EDI-01,2025-03-06,8,2.6125
HHN-EDI-01,2025-03-07,2,1.35
HHN-EDI-01,2025-03-10,3,3.5
HHN-EDI-01,2025-03-11,6,2.6333333333333333
HHN-EDI-01,2025-03-12,4,3.075
HHN-EDI-01,2025-03-13,7,3.4
HHN-EDI-01,2025-03-14,5,1.98
HHN-EDI-01,2025-03-17,5,3.04
HHN-EDI-01,2025-03-18,6,2.5833333333333335
HHN-EDI-01,2025-03-19,5,3.2400000000000007
HHN-EDI-01,2025-03-20,5,1.5399999999999998
HHN-EDI-01,2025-03-21,3,4.066666666666666
HHN-EDI-01,2025-03-24,2,3.8000000000000003
HHN-EDI-01,2025-03-25,5,3.7
HHN-EDI-01,2025-03-26,2,1.0
HHN-EDI-01,2025-03-27,2,3.55
HHN-EDI-01,2025-03-28,2,2.9000000000000004
HHN-EDI-01,2025-03-31,5,3.2
HHN-EDI-01,2025-04-01,8,3.4375
HHN-EDI-01,2025-04-02,6,2.8000000000000003
HHN-EDI-01,2025-04-03,3,0.6333333333333333
HHN-EDI-01,2025-04-04,4,4.325
HHN-EDI-01,2025-04-07,5,2.62
HHN-EDI-01,2025-04-08,9,2.477777777777778
HHN-EDI-01,2025-04-09,3,3.4333333333333336
HHN-EDI-01,2025-04-10,7,3.0714285714285716
HHN-EDI-01,2025-04-11,7,3.3285714285714287
HHN-EDI-01,2025-04-14,7,2.6714285714285713
HHN-EDI-01,2025-04-15,7,1.3857142857142857
HHN-EDI-01,2025-04-16,7,3.3285714285714287
HHN-EDI-01,2025-04-17,6,3.8166666666666664
HHN-EDI-01,2025-04-22,6,3.1833333333333336
HHN-EDI-01,2025-04-23,6,3.0666666666666664
HHN-EDI-01,2025-04-24,3,3.633333333333333
HHN-EDI-01,2025-04-28,5,2.7800000000000002
HHN-EDI-01,2025-04-29,13,3.2230769230769236
HHN-EDI-01,2025-04-30,8,3.575
HHN-EDI-01,2025-05-01,3,3.766666666666666
HHN-EDI-01,2025-05-02,7,2.1714285714285713
HHN-EDI-01,2025-05-06,9,3.1666666666666665
HHN-EDI-01,2025-05-07,9,3.0222222222222226
HHN-EDI-01,2025-05-08,6,3.6999999999999997
HHN-EDI-01,2025-05-09,5,3.02
HHN-EDI-01,2025-05-12,7,3.1285714285714286
HHN-EDI-01,2025-05-13,6,4.066666666666666
HHN-EDI-01,2025-05-14,3,3.9333333333333336
HHN-EDI-01,2025-05-15,3,1.9000000000000001
HHN-EDI-01,2025-05-16,3,3.6
HHN-EDI-01,2025-05-19,7,2.9714285714285715
HHN-EDI-01,2025-05-20,7,2.7
HHN-EDI-01,2025-05-21,3,1.9666666666666668
HHN-EDI-01,2025-05-22,4,2.525
HHN-EDI-01,2025-05-23,2,5.35
HHN-EDI-01,2025-05-27,2,2.15
HHN-EDI-01,2025-05-28,3,3.266666666666666
HHN-EDI-01,2025-05-29,8,2.4375
HHN-EDI-01,2025-05-30,3,2.066666666666667
HHN-EDI-01,2025-06-02,7,4.1
HHN-EDI-01,2025-06-03,12,3.6166666666666667
HHN-EDI-01,2025-06-04,5,3.46
HHN-EDI-01,2025-06-05,6,2.0166666666666666
HHN-EDI-01,2025-06-06,6,3.3333333333333335
HHN-EDI-01,2025-06-09,8,3.6625
HHN-EDI-01,2025-06-10,5,2.5799999999999996
HHN-EDI-01,2025-06-11,5,3.34
HHN-EDI-01,2025-06-12,7,2.9714285714285715
HHN-EDI-01,2025-06-13,4,1.2750000000000001
HHN-EDI-01,2025-06-16,8,3.05
HHN-EDI-01,2025-06-17,8,2.6125
HHN-EDI-01,2025-06-18,8,3.8375
HHN-EDI-01,2025-06-19,11,3.372727272727273
HHN-EDI-01,2025-06-20,5,3.46
HHN-EDI-01,2025-06-23,7,2.771428571428572
HHN-EDI-01,2025-06-24,11,3.409090909090909
HHN-EDI-01,2025-06-25,4,2.675
HHN-EDI-01,2025-06-26,10,2.92
HHN-EDI-01,2025-06-27,4,2.775
HHN-EDI-01,2025-06-30,6,3.3666666666666667
HHN-EDI-01,2025-07-01,9,2.111111111111111
HHN-EDI-01,2025-07-02,6,4.3
HHN-EDI-01,2025-07-03,4,2.1500000000000004
HHN-EDI-01,2025-07-04,5,3.1800000000000006
HHN-EDI-01,2025-07-07,8,2.7875
HHN-EDI-01,2025-07-08,7,2.0714285714285716
HHN-EDI-01,2025-07-09,5,3.8200000000000003
HHN-EDI-01,2025-07-10,9,2.4222222222222225
HHN-EDI-01,2025-07-11,2,3.0999999999999996
HHN-EDI-01,2025-07-14,7,3.585714285714286
HHN-EDI-01,2025-07-15,4,2.95
HHN-EDI-01,2025-07-16,9,3.2777777777777777
HHN-EDI-01,2025-07-17,6,4.283333333333333
HHN-EDI-01,2025-07-18,4,2.1
HHN-EDI-01,2025-07-21,2,3.15
HHN-EDI-01,2025-07-22,4,2.35
HHN-EDI-01,2025-07-23,2,4.6499999999999995
HHN-EDI-01,2025-07-24,5,3.1
HHN-EDI-01,2025-07-25,4,3.15
HHN-EDI-01,2025-07-28,12,2.183333333333333
HHN-EDI-01,2025-07-29,5,4.12
HHN-EDI-01,2025-07-30,4,2.8
HHN-EDI-01,2025-07-31,2,2.15
HHN-EDI-01,2025-08-01,3,3.4000000000000004
HHN-EDI-01,2025-08-04,3,4.366666666666667
HHN-EDI-01,2025-08-05,3,2.5666666666666664
HHN-EDI-01,2025-08-06,4,3.925
HHN-EDI-01,2025-08-07,4,1.9249999999999998
HHN-EDI-01,2025-08-08,1,3.9
HHN-EDI-01,2025-08-11,1,3.6
HHN-EDI-01,2025-08-12,2,3.8499999999999996
HHN-EDI-01,2025-08-13,3,2.1
HHN-EDI-01,2025-08-14,1,3.7
HHN-EDI-01,2025-08-15,1,0.2
HHN-EDI-01,2025-08-18,3,1.1
HHN-EDI-01,2025-08-19,4,2.4250000000000003
HHN-EDI-01,2025-08-20,2,3.05
HHN-EDI-01,2025-08-21,1,3.6
HHN-EDI-01,2025-08-26,6,2.566666666666667
HHN-EDI-01,2025-08-27,4,2.0
HHN-EDI-01,2025-08-28,1,6.8
HHN-EDI-01,2025-08-29,1,3.6
HHN-EDI-01,2025-09-01,9,1.8888888888888888
HHN-EDI-01,2025-09-02,3,3.0666666666666664
HHN-EDI-01,2025-09-03,1,3.9
HHN-EDI-01,2025-09-04,9,2.8444444444444446
HHN-EDI-01,2025-09-05,5,3.38
HHN-EDI-01,2025-09-08,5,3.7
HHN-EDI-01,2025-09-09,6,3.4
HHN-EDI-01,2025-09-10,7,2.557142857142857
HHN-EDI-01,2025-09-11,5,1.78
HHN-EDI-01,2025-09-12,4,3.7
HHN-EDI-01,2025-09-15,5,3.28
HHN-EDI-01,2025-09-16,7,2.414285714285714
HHN-EDI-01,2025-09-17,5,2.4
HHN-EDI-01,2025-09-18,9,3.3444444444444446
HHN-EDI-01,2025-09-19,6,3.4499999999999997
HHN-EDI-01,2025-09-22,2,0.2
HHN-EDI-01,2025-09-23,11,2.9818181818181815
HHN-EDI-01,2025-09-24,7,2.357142857142857
HHN-EDI-01,2025-09-25,3,3.8333333333333335
HHN-EDI-01,2025-09-26,3,3.3333333333333335
HHN-EDI-01,2025-09-29,7,2.9714285714285715
HHN-EDI-01,2025-09-30,4,3.6
HHN-EDI-01,2025-10-01,4,4.975
HHN-EDI-01,2025-10-02,4,2.825
HHN-EDI-01,2025-10-03,4,1.8250000000000002
HHN-EDI-01,2025-10-06,5,4.42
HHN-EDI-01,2025-10-07,5,2.6
HHN-EDI-01,2025-10-08,5,2.7600000000000002
HHN-EDI-01,2025-10-09,7,3.2714285714285714
HHN-EDI-01,2025-10-10,10,3.56
HHN-EDI-01,2025-10-13,4,2.8249999999999997
HHN-EDI-01,2025-10-14,7,2.7285714285714286
HHN-EDI-01,2025-10-16,6,3.8666666666666667
HHN-EDI-01,2025-10-17,4,2.4
HHN-EDI-01,2025-10-20,5,2.7800000000000002
HHN-EDI-01,2025-10-21,4,5.8500000000000005
HHN-EDI-01,2025-10-22,5,3.1399999999999997
HHN-EDI-01,2025-10-23,4,3.5
HHN-EDI-01,2025-10-24,4,3.0749999999999997
HHN-EDI-01,2025-10-27,4,2.25
HHN-EDI-01,2025-10-28,5,2.8
HHN-EDI-01,2025-10-29,2,3.45
HHN-EDI-01,2025-10-30,5,3.8600000000000003
HHN-EDI-01,2025-10-31,4,0.6
HHN-EDI-01,2025-11-03,3,2.6
HHN-EDI-01,2025-11-04,4,5.625
HHN-EDI-01,2025-11-05,3,1.8333333333333333
HHN-EDI-01,2025-11-06,4,3.55
HHN-EDI-01,2025-11-07,3,2.1666666666666665
HHN-EDI-01,2025-11-10,7,2.4857142857142853
HHN-EDI-01,2025-11-11,7,4.771428571428571
HHN-EDI-01,2025-11-12,4,2.85
HHN-EDI-01,2025-11-13,5,2.8
HHN-EDI-01,2025-11-14,6,3.3833333333333333
HHN-EDI-01,2025-11-17,7,2.642857142857143
HHN-EDI-01,2025-11-18,6,4.2
HHN-EDI-01,2025-11-19,3,1.6666666666666667
HHN-EDI-01,2025-11-20,3,4.066666666666666
HHN-EDI-01,2025-11-21,4,4.324999999999999
HHN-EDI-01,2025-11-24,3,2.066666666666667
HHN-EDI-01,2025-11-25,4,3.2
HHN-EDI-01,2025-11-26,7,3.2857142857142856
HHN-EDI-01,2025-11-27,3,3.3000000000000003
HHN-EDI-01,2025-12-01,3,3.1333333333333333
HHN-EDI-01,2025-12-02,12,4.058333333333334
HHN-EDI-01,2025-12-03,5,3.66
HHN-EDI-01,2025-12-04,3,4.566666666666666
HHN-EDI-01,2025-12-05,4,1.75
HHN-EDI-01,2025-12-08,6,3.1333333333333333
HHN-EDI-01,2025-12-09,3,3.6999999999999997
HHN-EDI-01,2025-12-10,4,2.775
HHN-EDI-01,2025-12-11,2,1.0
HHN-EDI-01,2025-12-12,4,2.825
HHN-EDI-01,2025-12-15,3,3.1666666666666665
HHN-EDI-01,2025-12-16,7,3.6285714285714286
HHN-EDI-01,2025-12-17,2,2.2
HHN-EDI-01,2025-12-18,1,2.2
HHN-EDI-01,2025-12-19,1,2.3
HHN-EDI-01,2025-12-22,3,2.2333333333333334
HHN-EDI-01,2025-12-23,1,0.2
HHN-EDI-01,2025-12-29,3,1.1666666666666667
HHN-EDI-01,2025-12-30,1,4.1
HHN-EDI-01,2025-12-31,1,2.6
HHN-LON-01,2024-01-02,2,1.5
HHN-LON-01,2024-01-03,4,1.4
HHN-LON-01,2024-01-04,12,2.5
HHN-LON-01,2024-01-05,10,2.44
HHN-LON-01,2024-01-08,5,1.1400000000000001
HHN-LON-01,2024-01-09,10,2.7800000000000002
HHN-LON-01,2024-01-10,12,3.375
HHN-LON-01,2024-01-11,10,3.62
HHN-LON-01,2024-01-12,10,2.44
HHN-LON-01,2024-01-15,6,2.3666666666666667
HHN-LON-01,2024-01-16,10,3.16
HHN-LON-01,2024-01-17,14,3.1
HHN-LON-01,2024-01-18,11,2.309090909090909
HHN-LON-01,2024-01-19,7,2.971428571428571
HHN-LON-01,2024-01-22,6,3.5
HHN-LON-01,2024-01-23,16,3.1875
HHN-LON-01,2024-01-24,10,3.46
HHN-LON-01,2024-01-25,13,2.230769230769231
HHN-LON-01,2024-01-26,7,2.685714285714286
HHN-LON-01,2024-01-29,9,3.3444444444444446
HHN-LON-01,2024-01-30,14,3.6999999999999997
HHN-LON-01,2024-01-31,8,2.325
HHN-LON-01,2024-02-01,15,2.4533333333333336
HHN-LON-01,2024-02-02,4,3.025
HHN-LON-01,2024-02-05,15,3.353333333333333
HHN-LON-01,2024-02-06,3,4.633333333333334
HHN-LON-01,2024-02-07,14,2.9071428571428575
HHN-LON-01,2024-02-08,13,2.246153846153846
HHN-LON-01,2024-02-09,6,3.6999999999999997
HHN-LON-01,2024-02-12,8,1.9125
HHN-LON-01,2024-02-13,15,2.8666666666666667
HHN-LON-01,2024-02-14,20,3.3899999999999997
HHN-LON-01,2024-02-15,15,2.746666666666667
HHN-LON-01,2024-02-16,14,2.814285714285714
HHN-LON-01,2024-02-19,14,3.1285714285714286
HHN-LON-01,2024-02-20,11,4.136363636363637
HHN-LON-01,2024-02-21,19,2.884210526315789
HHN-LON-01,2024-02-22,20,2.52
HHN-LON-01,2024-02-23,10,3.05
HHN-LON-01,2024-02-26,11,1.9181818181818182
HHN-LON-01,2024-02-27,13,2.453846153846154
HHN-LON-01,2024-02-28,17,2.5588235294117645
HHN-LON-01,2024-02-29,10,3.88
HHN-LON-01,2024-03-01,11,2.5272727272727273
HHN-LON-01,2024-03-04,14,2.8
HHN-LON-01,2024-03-05,16,2.4125
HHN-LON-01,2024-03-06,15,3.453333333333333
HHN-LON-01,2024-03-07,14,3.1999999999999997
HHN-LON-01,2024-03-08,4,2.9
HHN-LON-01,2024-03-11,13,2.5999999999999996
HHN-LON-01,2024-03-12,16,3.00625
HHN-LON-01,2024-03-13,11,2.290909090909091
HHN-LON-01,2024-03-14,15,2.32
HHN-LON-01,2024-03-15,11,3.2363636363636363
HHN-LON-01,2024-03-18,13,2.0999999999999996
HHN-LON-01,2024-03-19,14,3.0214285714285714
HHN-LON-01,2024-03-20,10,2.3099999999999996
HHN-LON-01,2024-03-21,12,3.0833333333333335
HHN-LON-01,2024-03-22,13,2.7384615384615385
HHN-LON-01,2024-03-25,11,2.609090909090909
HHN-LON-01,2024-03-26,11,2.9227272727272724
HHN-LON-01,2024-03-27,14,3.1357142857142857
HHN-LON-01,2024-03-28,11,2.8000000000000003
HHN-LON-01,2024-04-02,11,3.2454545454545456
HHN-LON-01,2024-04-03,13,2.9846153846153842
HHN-LON-01,2024-04-04,16,2.825
HHN-LON-01,2024-04-05,13,3.269230769230769
HHN-LON-01,2024-04-08,17,2.7470588235294113
HHN-LON-01,2024-04-09,12,2.966666666666667
HHN-LON-01,2024-04-10,15,3.6666666666666665
HHN-LON-01,2024-04-11,8,2.7875
HHN-LON-01,2024-04-12,9,2.9555555555555553
HHN-LON-01,2024-04-15,14,2.9
HHN-LON-01,2024-04-16,11,2.6545454545454543
HHN-LON-01,2024-04-17,18,3.538888888888889
HHN-LON-01,2024-04-18,23,3.2347826086956517
HHN-LON-01,2024-04-19,17,3.335294117647059
HHN-LON-01,2024-04-22,17,3.0941176470588236
HHN-LON-01,2024-04-23,13,3.576923076923077
HHN-LON-01,2024-04-24,19,3.1315789473684212
HHN-LON-01,2024-04-25,15,1.9466666666666665
HHN-LON-01,2024-04-26,10,1.3599999999999999
HHN-LON-01,2024-04-29,19,2.526315789473684
HHN-LON-01,2024-04-30,13,3.3230769230769233
HHN-LON-01,2024-05-01,12,2.558333333333333
HHN-LON-01,2024-05-02,15,1.9333333333333333
HHN-LON-01,2024-05-03,12,3.8333333333333335
